                              yr,doy,gpp_d,NPP_d,Rh_d,NEE_d,Precp,Evap,Transp,Runoff,SoilW,N_up,N_fix_d,N_dep_d,N_leach_d,N_vol_d,N_def,Q_L,Q_W,Q_R,Q_fine,Q_coarse,Q_M,Q_S,Q_P,N_leaf,N_wood,N_root,N_fine,N_coarse,N_micr,N_slowC,N_pass,QNminer,NSC,NSN
  1998,    249.,      8.7842,      4.2622,      5.6814,     -0.2188,      0.0000,      1.4843,      1.7270,      0.0000,      0.3379,      0.0463,      0.0000,      0.0064,      0.0000,      0.0016,      0.0000,    303.0360,  15952.1318,    465.5047,    180.5827,   1137.1027,    117.4144,   9924.7695,    901.3755,      6.0607,     45.5334,      7.7584,      4.5139,      3.7903,     10.8954,    573.7666,     75.1145,      0.0937,     45.0313,      6.1718,
  1998,    250.,      7.1616,      4.3090,      5.8933,     -2.0745,      0.0000,      1.8655,      2.3163,      0.0000,      0.3351,      0.0466,      0.0000,      0.0064,      0.0000,      0.0017,      0.0000,    303.1027,  15952.1826,    465.6338,    180.0689,   1136.0281,    117.2453,   9924.6943,    901.3784,      6.0621,     45.5335,      7.7606,      4.5011,      3.7867,     10.8944,    573.7809,     75.1148,      0.0979,     44.5410,      6.1718,
  1998,    251.,     13.5968,      4.5521,      5.8285,      4.2012,     10.5000,      0.6763,      0.9580,      0.0000,      0.3411,      0.0486,      0.0000,      0.0064,      0.0000,      0.0017,      0.0000,    303.1703,  15952.3818,    465.8598,    179.5849,   1134.9854,    117.0780,   9924.6240,    901.3806,      6.0634,     45.5341,      7.7643,      4.4890,      3.7832,     10.9007,    573.7950,     75.1150,      0.0921,     50.0186,      6.1718,
  1998,    252.,      9.2825,      4.0582,      5.0255,      0.7959,      0.0000,      1.1805,      1.6937,      0.0000,      0.3391,      0.0427,      0.0000,      0.0064,      0.0000,      0.0013,      0.0000,    303.1415,  15952.3867,    465.8880,    179.4595,   1134.3511,    116.9350,   9924.5566,    901.3824,      6.0628,     45.5341,      7.7648,      4.4858,      3.7811,     10.9126,    573.8079,     75.1151,      0.0783,     51.7818,      6.1718,
  1998,    253.,      8.4519,      3.6472,      4.6485,      0.4954,      0.0000,      1.3590,      1.8470,      0.0000,      0.3370,      0.0381,      0.0000,      0.0064,      0.0000,      0.0010,      0.0000,    303.0356,  15952.2168,    465.7524,    179.5075,   1133.9088,    116.8056,   9924.4932,    901.3847,      6.0607,     45.5336,      7.7625,      4.4870,      3.7797,     10.9182,    573.8190,     75.1153,      0.0717,     53.2785,      6.1718,
  1998,    254.,      8.9298,      5.0812,      4.5575,      0.3587,      0.0000,      1.4476,      1.9605,      0.0000,      0.3347,      0.0531,      0.0000,      0.0064,      0.0000,      0.0009,      0.0000,    303.1004,  15952.7295,    466.1891,    179.6020,   1133.5129,    116.6820,   9924.4297,    901.3864,      6.0620,     45.5350,      7.7698,      4.4894,      3.7783,     10.9047,    573.8299,     75.1155,      0.0685,     53.1135,      6.1718,
  1998,    255.,      7.9196,      5.0419,      4.6801,     -0.7147,      0.0000,      1.6919,      2.2983,      0.0000,      0.3321,      0.0527,      0.0000,      0.0064,      0.0000,      0.0009,      0.0000,    303.1552,  15953.2266,    466.6088,    179.6479,   1133.0546,    116.5583,   9924.3594,    901.3884,      6.0631,     45.5364,      7.7768,      4.4905,      3.7768,     10.8869,    573.8409,     75.1156,      0.0714,     52.0370,      6.1718,
  1998,    256.,      7.5498,      4.9366,      4.8912,     -1.1986,      0.0000,      1.7171,      2.2438,      0.0000,      0.3294,      0.0518,      0.0000,      0.0064,      0.0000,      0.0010,      0.0000,    303.1997,  15953.6602,    466.9850,    179.6068,   1132.4889,    116.4319,   9924.2852,    901.3902,      6.0640,     45.5377,      7.7831,      4.4895,      3.7749,     10.8707,    573.8528,     75.1158,      0.0758,     50.7930,      6.1718,
  1998,    257.,      8.7604,      4.8810,      5.0639,     -0.1159,      0.0000,      1.5370,      1.7913,      0.0000,      0.3272,      0.0513,      0.0000,      0.0064,      0.0000,      0.0011,      0.0000,    303.2351,  15954.0615,    467.3376,    179.4958,   1131.8353,    116.3034,   9924.2090,    901.3924,      6.0647,     45.5388,      7.7890,      4.4867,      3.7727,     10.8577,    573.8649,     75.1160,      0.0795,     50.8599,      6.1718,
  1998,    258.,      9.7557,      4.9337,      5.2179,      0.6887,      0.0000,      1.3274,      1.5570,      0.0000,      0.3253,      0.0517,      0.0000,      0.0064,      0.0000,      0.0012,      0.0000,    303.2625,  15954.4951,    467.7101,    179.3232,   1131.1029,    116.1730,   9924.1279,    901.3947,      6.0653,     45.5400,      7.7952,      4.4824,      3.7703,     10.8471,    573.8771,     75.1162,      0.0819,     51.8328,      6.1718,
  1998,    259.,      8.8278,      4.9795,      5.3168,     -0.3707,      0.0000,      1.4673,      1.6548,      0.0000,      0.3232,      0.0521,      0.0000,      0.0064,      0.0000,      0.0013,      0.0000,    303.2827,  15954.9590,    468.0996,    179.1141,   1130.3203,    116.0418,   9924.0420,    901.3971,      6.0657,     45.5414,      7.8017,      4.4772,      3.7677,     10.8377,    573.8893,     75.1164,      0.0839,     51.7994,      6.1719,
  1998,    260.,      8.1075,      5.1664,      5.3435,     -1.0637,      0.0000,      1.3199,      1.5811,      0.0000,      0.3213,      0.0514,      0.0000,      0.0064,      0.0000,      0.0013,      0.0000,    303.2957,  15955.3818,    468.4590,    178.9017,   1129.5238,    115.9114,   9923.9521,    901.3995,      6.0659,     45.5426,      7.8076,      4.4719,      3.7650,     10.8306,    573.9017,     75.1166,      0.0845,     50.6538,      6.1719,
  1998,    261.,      9.2107,      4.8880,      5.3711,      0.0290,      0.0000,      1.2072,      1.4783,      0.0000,      0.3195,      0.0513,      0.0000,      0.0064,      0.0000,      0.0013,      0.0000,    303.3024,  15955.7920,    468.8093,    178.6850,   1128.7134,    115.7818,   9923.8613,    901.4017,      6.0660,     45.5437,      7.8135,      4.4664,      3.7623,     10.8239,    573.9140,     75.1167,      0.0853,     51.1659,      6.1719,
  1998,    262.,     10.5052,      4.9783,      5.4566,      1.1679,      0.0000,      0.9688,      1.2860,      0.0000,      0.3180,      0.0520,      0.0000,      0.0064,      0.0000,      0.0014,      0.0000,    303.3037,  15956.2559,    469.1945,    178.4376,   1127.8594,    115.6514,   9923.7666,    901.4032,      6.0661,     45.5450,      7.8199,      4.4603,      3.7595,     10.8176,    573.9264,     75.1169,      0.0858,     52.8121,      6.1719,
  1998,    263.,      9.5187,      5.0964,      5.3847,      0.1576,      0.0000,      1.1465,      1.4377,      0.0000,      0.3163,      0.0530,      0.0000,      0.0064,      0.0000,      0.0013,      0.0000,    303.2998,  15956.7900,    469.6256,    178.2304,   1127.0419,    115.5241,   9923.6709,    901.4053,      6.0660,     45.5466,      7.8271,      4.4551,      3.7568,     10.8111,    573.9385,     75.1170,      0.0847,     53.2580,      6.1719,
  1998,    264.,     10.7436,      5.1833,      5.3829,      1.3169,      0.2000,      0.8458,      0.9704,      0.0000,      0.3152,      0.0537,      0.0000,      0.0064,      0.0000,      0.0013,      0.0000,    303.2913,  15957.3770,    470.0899,    178.0315,   1126.2251,    115.3983,   9923.5723,    901.4072,      6.0658,     45.5482,      7.8348,      4.4501,      3.7540,     10.8031,    573.9507,     75.1172,      0.0844,     54.7744,      6.1719,
  1998,    265.,      8.2369,      5.2177,      5.5627,     -1.3806,      0.0000,      1.3307,      1.6076,      0.0000,      0.3132,      0.0540,      0.0000,      0.0064,      0.0000,      0.0014,      0.0000,    303.2784,  15957.9805,    470.5664,    177.7594,   1125.3165,    115.2695,   9923.4746,    901.4092,      6.0656,     45.5500,      7.8428,      4.4433,      3.7510,     10.7931,    573.9630,     75.1174,      0.0878,     53.7389,      6.1719,
  1998,    266.,     10.1301,      5.1752,      5.2832,      0.7774,      0.0000,      1.1039,      1.7171,      0.0000,      0.3113,      0.0537,      0.0000,      0.0064,      0.0000,      0.0013,      0.0000,    303.2599,  15958.5596,    471.0242,    177.6225,   1124.5507,    115.1483,   9923.3740,    901.4113,      6.0652,     45.5516,      7.8504,      4.4399,      3.7485,     10.7919,    573.9747,     75.1175,      0.0798,     54.6243,      6.1719,
  1998,    267.,      9.0756,      3.9182,      4.6759,      0.8748,      0.0000,      1.0725,      1.6177,      0.0000,      0.3095,      0.0406,      0.0000,      0.0064,      0.0000,      0.0010,      0.0000,    303.0828,  15958.5381,    470.9791,    177.7634,   1124.0941,    115.0435,   9923.2803,    901.4133,      6.0617,     45.5515,      7.8497,      4.4434,      3.7469,     10.7984,    573.9846,     75.1177,      0.0709,     56.2568,      6.1719,
  1998,    268.,      8.1148,      3.9204,      4.5354,      0.0446,      0.0000,      1.1885,      1.6673,      0.0000,      0.3076,      0.0404,      0.0000,      0.0064,      0.0000,      0.0009,      0.0000,    302.8904,  15958.5254,    470.9352,    177.9708,   1123.7098,    114.9453,   9923.1895,    901.4151,      6.0578,     45.5515,      7.8489,      4.4486,      3.7457,     10.7965,    573.9942,     75.1179,      0.0691,     56.9164,      6.1719,
  1998,    269.,      7.4437,      5.3662,      4.8220,     -1.5650,      0.0000,      1.3659,      1.9237,      0.0000,      0.3054,      0.0557,      0.0000,      0.0064,      0.0000,      0.0010,      0.0000,    302.8730,  15959.1982,    471.4680,    178.0560,   1123.1804,    114.8441,   9923.0947,    901.4167,      6.0575,     45.5534,      7.8578,      4.4507,      3.7439,     10.7767,    574.0045,     75.1180,      0.0731,     54.8071,      6.1719,
  1998,    270.,      6.9052,      5.1575,      4.9871,     -2.1021,      0.0000,      1.5193,      2.1755,      0.0000,      0.3030,      0.0539,      0.0000,      0.0064,      0.0000,      0.0011,      0.0000,    302.8481,  15959.7412,    471.9156,    178.0757,   1122.5669,    114.7421,   9922.9951,    901.4186,      6.0570,     45.5550,      7.8653,      4.4512,      3.7419,     10.7614,    574.0154,     75.1181,      0.0764,     52.5346,      6.1719,
  1998,    271.,      7.4140,      4.9853,      5.2389,     -1.6962,      0.0000,      1.2211,      1.6892,      0.0000,      0.3010,      0.0525,      0.0000,      0.0064,      0.0000,      0.0012,      0.0000,    302.8159,  15960.1846,    472.2929,    177.9913,   1121.8260,    114.6371,   9922.8809,    901.4203,      6.0563,     45.5563,      7.8715,      4.4491,      3.7394,     10.7474,    574.0266,     75.1183,      0.0824,     51.0920,      6.1719,
  1998,    272.,     10.7773,      4.9882,      5.2551,      1.6307,      0.6000,      0.7588,      1.1502,      0.0000,      0.3002,      0.0526,      0.0000,      0.0064,      0.0000,      0.0013,      0.0000,    302.7795,  15960.6270,    472.6741,    177.9032,   1121.0721,    114.5334,   9922.7676,    901.4227,      6.0556,     45.5575,      7.8779,      4.4469,      3.7369,     10.7413,    574.0376,     75.1185,      0.0808,     52.9896,      6.1720,
  1998,    273.,     11.3601,      5.2042,      5.3201,      1.9857,      4.6000,      0.8973,      1.1368,      0.0000,      0.3019,      0.0544,      0.0000,      0.0064,      0.0000,      0.0013,      0.0000,    302.7509,  15961.1963,    473.1367,    177.7846,   1120.2899,    114.4301,   9922.6494,    901.4250,      6.0550,     45.5591,      7.8856,      4.4439,      3.7343,     10.7308,    574.0485,     75.1187,      0.0826,     55.0912,      6.1720,
  1998,    274.,      8.6175,      5.4830,      5.3673,     -0.8046,      0.0000,      1.1964,      1.7408,      0.0000,      0.2999,      0.0545,      0.0000,      0.0064,      0.0000,      0.0013,      0.0000,    302.7202,  15961.7646,    473.6010,    177.6487,   1119.4823,    114.3272,   9922.5322,    901.4270,      6.0544,     45.5608,      7.8934,      4.4405,      3.7316,     10.7224,    574.0593,     75.1188,      0.0827,     53.8954,      6.1720,
  1998,    275.,      7.6574,      4.0321,      4.6708,     -0.5250,      0.0000,      1.0755,      1.6769,      0.0000,      0.2981,      0.0424,      0.0000,      0.0064,      0.0000,      0.0010,      0.0000,    302.5520,  15961.7852,    473.6140,    177.8149,   1119.0044,    114.2395,   9922.4287,    901.4286,      6.0510,     45.5608,      7.8936,      4.4447,      3.7300,     10.7260,    574.0680,     75.1190,      0.0758,     54.0092,      6.1720,
  1998,    276.,      8.0014,      3.5655,      4.1867,      0.4834,      0.0000,      0.9431,      1.3210,      0.0000,      0.2966,      0.0373,      0.0000,      0.0064,      0.0000,      0.0009,      0.0000,    302.3118,  15961.6270,    473.4659,    178.1767,   1118.7449,    114.1643,   9922.3350,    901.4301,      6.0462,     45.5603,      7.8911,      4.4537,      3.7291,     10.7357,    574.0757,     75.1191,      0.0628,     55.1137,      6.1720,
  1998,    277.,     12.7854,      5.4100,      4.3662,      4.1564,      2.1000,      0.4829,      0.4286,      0.0000,      0.2974,      0.0566,      0.0000,      0.0064,      0.0000,      0.0008,      0.0000,    302.2893,  15962.3516,    474.0587,    178.4520,   1118.3892,    114.0893,   9922.2373,    901.4310,      6.0458,     45.5624,      7.9010,      4.4606,      3.7279,     10.7160,    574.0837,     75.1192,      0.0623,     58.2264,      6.1720,
  1998,    278.,     11.3285,      5.6166,      4.3318,      2.5577,      0.2000,      0.4328,      0.3570,      0.0000,      0.2970,      0.0583,      0.0000,      0.0064,      0.0000,      0.0008,      0.0000,    302.2686,  15963.1895,    474.7297,    178.7438,   1118.0554,    114.0181,   9922.1416,    901.4324,      6.0454,     45.5648,      7.9122,      4.4679,      3.7268,     10.6963,    574.0917,     75.1193,      0.0599,     59.4994,      6.1720,
  1998,    279.,     11.3837,      5.7472,      4.3528,      2.5053,      0.0000,      0.4539,      0.4971,      0.0000,      0.2963,      0.0594,      0.0000,      0.0064,      0.0000,      0.0008,      0.0000,    302.2470,  15964.1191,    475.4588,    179.0195,   1117.7023,    113.9496,   9922.0410,    901.4337,      6.0449,     45.5675,      7.9243,      4.4748,      3.7256,     10.6735,    574.0994,     75.1194,      0.0599,     60.6103,      6.1720,
  1998,    280.,      9.6056,      5.7807,      4.3708,      0.7022,      0.0000,      0.7483,      1.0291,      0.0000,      0.2952,      0.0597,      0.0000,      0.0064,      0.0000,      0.0008,      0.0000,    302.2228,  15965.0898,    476.2119,    179.2768,   1117.3248,    113.8840,   9921.9375,    901.4348,      6.0445,     45.5703,      7.9369,      4.4812,      3.7244,     10.6502,    574.1066,     75.1195,      0.0609,     59.9027,      6.1720,
  1998,    281.,     12.6900,      5.8623,      4.6694,      3.4263,     20.8000,      0.5260,      0.6051,      0.0000,      0.3083,      0.0604,      0.0000,      0.0064,      0.0000,      0.0009,      0.0000,    302.2285,  15966.0576,    476.9517,    179.4133,   1116.8488,    113.8166,   9921.8242,    901.4359,      6.0446,     45.5730,      7.9492,      4.4846,      3.7228,     10.6251,    574.1146,     75.1196,      0.0666,     62.1361,      6.1720,
  1998,    282.,      9.1979,      5.8821,      4.5079,      0.0340,      0.0000,      0.8051,      1.1701,      0.0000,      0.3070,      0.0606,      0.0000,      0.0064,      0.0000,      0.0008,      0.0000,    302.2505,  15967.0068,    477.6700,    179.6333,   1116.4869,    113.7538,   9921.7197,    901.4372,      6.0450,     45.5757,      7.9612,      4.4901,      3.7216,     10.6086,    574.1213,     75.1197,      0.0618,     60.7960,      6.1720,
  1998,    283.,      8.5626,      4.0273,      4.1575,      0.6545,      0.0000,      0.8466,      1.1841,      0.0000,      0.3056,      0.0415,      0.0000,      0.0064,      0.0000,      0.0007,      0.0000,    302.0621,  15967.0488,    477.6461,    180.0147,   1116.3033,    113.6987,   9921.6191,    901.4388,      6.0412,     45.5758,      7.9608,      4.4997,      3.7210,     10.6062,    574.1276,     75.1198,      0.0579,     61.5807,      6.1720,
  1998,    284.,      8.5553,      4.9310,      4.0442,      0.3301,      0.0000,      0.8411,      1.1530,      0.0000,      0.3043,      0.0513,      0.0000,      0.0064,      0.0000,      0.0006,      0.0000,    302.0014,  15967.5049,    477.9821,    180.4505,   1116.1783,    113.6487,   9921.5205,    901.4405,      6.0400,     45.5771,      7.9664,      4.5106,      3.7206,     10.5895,    574.1339,     75.1200,      0.0576,     61.0240,      6.1720,
  1998,    285.,      8.3412,      4.2243,      3.9155,      0.7384,      0.0000,      0.7968,      1.0564,      0.0000,      0.3030,      0.0406,      0.0000,      0.0064,      0.0000,      0.0006,      0.0000,    301.8051,  15967.4814,    477.9136,    180.9453,   1116.1193,    113.6036,   9921.4229,    901.4418,      6.0361,     45.5770,      7.9652,      4.5229,      3.7204,     10.5838,    574.1398,     75.1201,      0.0557,     61.1485,      6.1721,
  1998,    286.,      8.8136,      4.0286,      3.8770,      1.1829,      0.0000,      0.7531,      1.0248,      0.0000,      0.3018,      0.0417,      0.0000,      0.0064,      0.0000,      0.0006,      0.0000,    301.6125,  15967.5156,    477.8893,    181.4573,   1116.0808,    113.5626,   9921.3281,    901.4430,      6.0322,     45.5771,      7.9648,      4.5357,      3.7202,     10.5780,    574.1455,     75.1202,      0.0527,     62.1798,      6.1721,
  1998,    287.,      8.8192,      4.8792,      3.9161,      0.7436,      0.0000,      0.8206,      1.2867,      0.0000,      0.3004,      0.0508,      0.0000,      0.0064,      0.0000,      0.0006,      0.0000,    301.5291,  15967.9473,    478.2036,    181.9540,   1116.0236,    113.5247,   9921.2334,    901.4444,      6.0306,     45.5784,      7.9701,      4.5481,      3.7200,     10.5550,    574.1511,     75.1203,      0.0585,     61.9603,      6.1721,
  1998,    288.,      7.3840,      3.4745,      3.6647,      0.2244,      0.0000,      0.8054,      1.1779,      0.0000,      0.2991,      0.0361,      0.0000,      0.0064,      0.0000,      0.0006,      0.0000,    301.2754,  15967.7070,    477.9667,    182.5564,   1116.0829,    113.4927,   9921.1436,    901.4456,      6.0255,     45.5777,      7.9661,      4.5632,      3.7202,     10.5520,    574.1562,     75.1204,      0.0562,     62.3749,      6.1721,
  1998,    289.,      8.0839,      3.2821,      3.4868,      1.1453,      0.0000,      0.7355,      1.0071,      0.0000,      0.2980,      0.0342,      0.0000,      0.0064,      0.0000,      0.0005,      0.0000,    300.9977,  15967.3984,    477.6726,    183.2208,   1116.2115,    113.4660,   9921.0537,    901.4471,      6.0200,     45.5768,      7.9612,      4.5798,      3.7207,     10.5514,    574.1613,     75.1205,      0.0516,     63.7248,      6.1721,
  1998,    290.,      7.9725,      3.6302,      3.4018,      0.9128,      0.0000,      0.7462,      0.9616,      0.0000,      0.2968,      0.0378,      0.0000,      0.0064,      0.0000,      0.0005,      0.0000,    300.7543,  15967.2832,    477.5358,    183.9058,   1116.3636,    113.4436,   9920.9727,    901.4484,      6.0151,     45.5764,      7.9589,      4.5970,      3.7212,     10.5463,    574.1660,     75.1206,      0.0473,     64.4093,      6.1721,
  1998,    291.,      6.8669,      4.1469,      3.3893,     -0.4181,      0.0000,      0.8235,      1.0195,      0.0000,      0.2956,      0.0433,      0.0000,      0.0064,      0.0000,      0.0005,      0.0000,    300.5764,  15967.4209,    477.6237,    184.5783,   1116.5026,    113.4250,   9920.8916,    901.4496,      6.0115,     45.5768,      7.9604,      4.6138,      3.7216,     10.5368,    574.1710,     75.1208,      0.0421,     63.2337,      6.1721,
  1998,    292.,      7.7519,      5.9331,      3.5886,     -0.5178,      0.2000,      0.7561,      0.9850,      0.0000,      0.2946,      0.0625,      0.0000,      0.0064,      0.0000,      0.0004,      0.0000,    300.6398,  15968.4004,    478.4417,    185.1428,   1116.5212,    113.4089,   9920.8018,    901.4509,      6.0128,     45.5796,      7.9740,      4.6279,      3.7217,     10.5042,    574.1757,     75.1209,      0.0437,     60.3715,      6.1721,
  1998,    293.,      7.3850,      4.7719,      3.7439,     -0.4030,      2.0000,      0.8996,      1.1831,      0.0000,      0.2945,      0.0507,      0.0000,      0.0064,      0.0000,      0.0005,      0.0000,    300.5822,  15968.8037,    478.7908,    185.6351,   1116.4644,    113.3949,   9920.7109,    901.4515,      6.0116,     45.5808,      7.9798,      4.6402,      3.7215,     10.4773,    574.1802,     75.1209,      0.0535,     58.9405,      6.1721,
  1998,    294.,      5.5447,      3.1835,      3.3698,     -1.0861,      0.0000,      0.5372,      0.7631,      0.0000,      0.2936,      0.0342,      0.0000,      0.0064,      0.0000,      0.0005,      0.0000,    300.3342,  15968.4600,    478.5210,    186.2861,   1116.5778,    113.3851,   9920.6260,    901.4530,      6.0067,     45.5798,      7.9753,      4.6565,      3.7219,     10.4734,    574.1846,     75.1210,      0.0527,     58.0407,      6.1721,
  1998,    295.,      3.2214,      1.7756,      3.0833,     -2.4545,      0.0000,      0.4843,      0.5773,      0.0000,      0.2929,      0.0193,      0.0000,      0.0064,      0.0000,      0.0004,      0.0000,    299.9044,  15967.4619,    477.7019,    187.0558,   1116.8231,    113.3794,   9920.5488,    901.4540,      5.9981,     45.5770,      7.9617,      4.6757,      3.7227,     10.4831,    574.1886,     75.1211,      0.0500,     56.8938,      6.1721,
  1998,    296.,      4.9892,      2.0523,      2.8053,     -0.5746,      0.0000,      0.5820,      0.6676,      0.0000,      0.2921,      0.0223,      0.0000,      0.0064,      0.0000,      0.0003,      0.0000,    299.5127,  15966.6064,    477.0074,    187.9400,   1117.1965,    113.3777,   9920.4795,    901.4552,      5.9903,     45.5746,      7.9501,      4.6978,      3.7240,     10.4895,    574.1924,     75.1212,      0.0442,     57.0722,      6.1721,
  1998,    297.,      6.0780,      2.3054,      2.7288,      0.4934,      0.0000,      0.7474,      0.9610,      0.0000,      0.2910,      0.0251,      0.0000,      0.0064,      0.0000,      0.0003,      0.0000,    299.1592,  15965.8799,    476.4306,    188.8423,   1117.5919,    113.3795,   9920.4141,    901.4561,      5.9832,     45.5725,      7.9405,      4.7204,      3.7253,     10.4897,    574.1962,     75.1213,      0.0413,     57.9890,      6.1721,
  1998,    298.,      6.2855,      2.8061,      2.7540,      0.4490,      0.0000,      0.8625,      1.1676,      0.0000,      0.2896,      0.0307,      0.0000,      0.0064,      0.0000,      0.0003,      0.0000,    298.8775,  15965.4014,    476.0744,    189.7125,   1117.9539,    113.3848,   9920.3496,    901.4568,      5.9775,     45.5711,      7.9346,      4.7422,      3.7265,     10.4841,    574.1999,     75.1214,      0.0393,     58.3859,      6.1721,
  1998,    299.,      6.2960,      2.6022,      2.7179,      0.5652,      0.0000,      0.7965,      1.0153,      0.0000,      0.2884,      0.0285,      0.0000,      0.0064,      0.0000,      0.0003,      0.0000,    298.5672,  15964.8467,    475.6568,    190.5802,   1118.3115,    113.3932,   9920.2812,    901.4576,      5.9713,     45.5695,      7.9276,      4.7639,      3.7277,     10.4780,    574.2037,     75.1214,      0.0397,     59.0667,      6.1721,
  1998,    300.,      6.1037,      2.6243,      2.6874,      0.3716,      0.0000,      0.6573,      0.7262,      0.0000,      0.2875,      0.0288,      0.0000,      0.0064,      0.0000,      0.0003,      0.0000,    298.2569,  15964.3223,    475.2652,    191.4447,   1118.6671,    113.4048,   9920.2139,    901.4582,      5.9651,     45.5681,      7.9211,      4.7855,      3.7289,     10.4737,    574.2075,     75.1215,      0.0381,     59.5014,      6.1721,
  1998,    301.,      5.7686,      3.8057,      2.7170,     -0.5542,      0.0000,      0.7301,      0.9096,      0.0000,      0.2864,      0.0419,      0.0000,      0.0064,      0.0000,      0.0003,      0.0000,    298.1324,  15964.3320,    475.3616,    192.2792,   1118.9918,    113.4196,   9920.1514,    901.4590,      5.9626,     45.5681,      7.9227,      4.8063,      3.7299,     10.4638,    574.2112,     75.1215,      0.0294,     57.8584,      6.1721,
  1998,    302.,      6.4300,      4.7249,      2.8674,     -0.4193,      0.0000,      0.8612,      1.0572,      0.0000,      0.2851,      0.0527,      0.0000,      0.0064,      0.0000,      0.0003,      0.0000,    298.1794,  15964.7314,    475.8423,    193.0265,   1119.2198,    113.4381,   9920.0889,    901.4604,      5.9636,     45.5692,      7.9307,      4.8250,      3.7307,     10.4305,    574.2148,     75.1217,      0.0358,     55.5817,      6.1721,
  1998,    303.,      5.8055,      3.7332,      2.7654,     -0.4226,      0.0000,      0.7339,      0.8782,      0.0000,      0.2840,      0.0420,      0.0000,      0.0064,      0.0000,      0.0003,      0.0000,    298.0811,  15964.6992,    475.9434,    193.8067,   1119.4797,    113.4586,   9920.0244,    901.4612,      5.9616,     45.5691,      7.9324,      4.8445,      3.7316,     10.4183,    574.2181,     75.1217,      0.0308,     54.1913,      6.1721,
  1998,    304.,      5.8338,      4.8235,      2.8223,     -0.9237,      0.0000,      0.7443,      0.8944,      0.0000,      0.2829,      0.0548,      0.0000,      0.0064,      0.0000,      0.0003,      0.0000,    298.1927,  15965.1260,    476.4955,    194.5461,   1119.6932,    113.4823,   9919.9570,    901.4626,      5.9639,     45.5704,      7.9416,      4.8630,      3.7323,     10.3884,    574.2212,     75.1218,      0.0317,     51.2664,      6.1721,
  1998,    305.,      5.5149,      2.7299,      2.6986,     -0.0222,      0.0000,      0.6409,      0.8902,      0.0000,      0.2819,      0.0313,      0.0000,      0.0064,      0.0000,      0.0003,      0.0000,    297.9525,  15964.6641,    476.2258,    195.3308,   1119.9501,    113.5074,   9919.8936,    901.4633,      5.9591,     45.5691,      7.9371,      4.8826,      3.7331,     10.3755,    574.2243,     75.1219,      0.0381,     51.2128,      6.1721,
  1998,    306.,      5.0364,      3.0930,      2.5922,     -0.6050,      0.0000,      0.4430,      0.5606,      0.0000,      0.2812,      0.0355,      0.0000,      0.0064,      0.0000,      0.0003,      0.0000,    297.7781,  15964.3652,    476.1148,    196.1531,   1120.2466,    113.5341,   9919.8301,    901.4641,      5.9556,     45.5682,      7.9352,      4.9032,      3.7341,     10.3727,    574.2272,     75.1220,      0.0290,     50.1070,      6.1721,
  1998,    307.,      0.0245,      0.4386,      3.0107,     -4.6286,     36.5000,      0.2154,      0.0182,      0.0000,      0.3054,      0.0051,      0.0000,      0.0064,      0.0000,      0.0003,      0.0000,    297.2179,  15962.6465,    474.6848,    196.9338,   1120.6410,    113.5680,   9919.7607,    901.4648,      5.9444,     45.5633,      7.9114,      4.9226,      3.7354,     10.3710,    574.2301,     75.1220,      0.0529,     48.0505,      6.1721,
  1998,    308.,      0.0504,      0.0000,      2.8980,     -4.2743,      0.0000,      0.2168,      0.0557,      0.0000,      0.3052,      0.0000,      0.0000,      0.0064,      0.0000,      0.0004,      0.0000,    296.5851,  15960.7246,    473.0618,    197.7706,   1121.1202,    113.6033,   9919.6885,    901.4663,      5.9317,     45.5578,      7.8844,      4.9436,      3.7370,     10.3966,    574.2332,     75.1221,      0.0528,     46.6743,      6.1721,
  1998,    309.,      1.8583,      0.7460,      2.6772,     -2.6275,      0.0000,      0.3843,      0.4141,      0.0000,      0.3047,      0.0088,      0.0000,      0.0064,      0.0000,      0.0003,      0.0000,    296.1015,  15959.0996,    471.7424,    198.7061,   1121.7102,    113.6389,   9919.6260,    901.4669,      5.9220,     45.5532,      7.8624,      4.9670,      3.7390,     10.4177,    574.2363,     75.1222,      0.0458,     45.9779,      6.1721,
  1998,    310.,      1.3021,      0.0000,      2.5585,     -2.6760,      0.0000,      0.3396,      0.3697,      0.0000,      0.3042,      0.0000,      0.0000,      0.0064,      0.0000,      0.0003,      0.0000,    295.4680,  15957.1777,    470.1295,    199.6914,   1122.3601,    113.6759,   9919.5674,    901.4678,      5.9094,     45.5477,      7.8355,      4.9916,      3.7412,     10.4384,    574.2394,     75.1223,      0.0465,     45.8605,      6.1721,
  1998,    311.,      2.0002,      0.7341,      2.4214,     -2.2589,      0.0000,      0.3947,      0.4187,      0.0000,      0.3037,      0.0087,      0.0000,      0.0064,      0.0000,      0.0002,      0.0000,    294.9806,  15955.5488,    468.8154,    200.7354,   1123.0795,    113.7139,   9919.5127,    901.4688,      5.8996,     45.5430,      7.8136,      5.0177,      3.7436,     10.4550,    574.2427,     75.1224,      0.0410,     45.2889,      6.1721,
