                              yr,doy,gpp_d,NPP_d,Rh_d,NEE_d,Precp,Evap,Transp,Runoff,SoilW,N_up,N_fix_d,N_dep_d,N_leach_d,N_vol_d,N_def,Q_L,Q_W,Q_R,Q_fine,Q_coarse,Q_M,Q_S,Q_P,N_leaf,N_wood,N_root,N_fine,N_coarse,N_micr,N_slowC,N_pass,QNminer,NSC,NSN
  1998,    312.,      1.2659,      0.8964,      2.3637,     -2.9395,      0.0000,      0.2877,      0.3165,      0.0000,      0.3033,      0.0106,      0.0000,      0.0064,      0.0000,      0.0002,      0.0000,    294.5251,  15953.9863,    467.5706,    201.7997,   1123.8281,    113.7542,   9919.4600,    901.4698,      5.8905,     45.5385,      7.7928,      5.0443,      3.7461,     10.4653,    574.2460,     75.1224,      0.0392,     43.8167,      6.1721,
  1998,    313.,      5.9928,      2.7045,      2.5427,      0.7844,      0.0000,      0.4953,      0.6927,      0.0000,      0.3025,      0.0319,      0.0000,      0.0064,      0.0000,      0.0002,      0.0000,    294.4297,  15953.1455,    467.0527,    202.7680,   1124.4891,    113.8006,   9919.3975,    901.4709,      5.8886,     45.5361,      7.7842,      5.0685,      3.7483,     10.4642,    574.2495,     75.1225,      0.0298,     44.4394,      6.1722,
  1998,    314.,      7.2546,      4.2280,      2.8033,      1.0555,      0.0000,      0.4861,      0.6903,      0.0000,      0.3017,      0.0499,      0.0000,      0.0064,      0.0000,      0.0002,      0.0000,    294.6359,  15952.9141,    467.1443,    203.6048,   1125.0211,    113.8547,   9919.3369,    901.4720,      5.8927,     45.5355,      7.7857,      5.0894,      3.7500,     10.4370,    574.2529,     75.1226,      0.0320,     44.0703,      6.1722,
  1998,    315.,      7.1903,      3.1438,      3.1382,      1.2002,      4.5000,      0.3738,      0.4722,      0.0000,      0.3042,      0.0371,      0.0000,      0.0064,      0.0000,      0.0003,      0.0000,    294.6291,  15952.2490,    466.8022,    204.2663,   1125.3883,    113.9175,   9919.2695,    901.4726,      5.8926,     45.5336,      7.7800,      5.1060,      3.7513,     10.4152,    574.2563,     75.1227,      0.0465,     45.2649,      6.1722,
  1998,    316.,      4.6806,      1.4603,      2.8612,     -0.2683,      0.0000,      0.5430,      0.8057,      0.0000,      0.3033,      0.0172,      0.0000,      0.0064,      0.0000,      0.0003,      0.0000,    294.2876,  15950.9111,    465.7894,    205.0583,   1125.8917,    113.9767,   9919.2061,    901.4740,      5.8858,     45.5297,      7.7632,      5.1258,      3.7529,     10.4247,    574.2595,     75.1228,      0.0458,     46.3975,      6.1722,
  1998,    317.,      2.1262,      0.7828,      2.7426,     -2.3923,      0.0000,      0.2911,      0.2431,      0.0000,      0.3029,      0.0092,      0.0000,      0.0064,      0.0000,      0.0003,      0.0000,    293.8093,  15949.3027,    464.5096,    205.9035,   1126.4541,    114.0358,   9919.1514,    901.4743,      5.8762,     45.5251,      7.7418,      5.1469,      3.7548,     10.4399,    574.2631,     75.1228,      0.0461,     45.9650,      6.1722,
  1998,    318.,      1.1978,      2.3076,      2.7311,     -4.0295,      7.2000,      0.2231,      0.1011,      0.0000,      0.3075,      0.0273,      0.0000,      0.0064,      0.0000,      0.0003,      0.0000,    293.6436,  15948.3037,    463.8436,    206.7387,   1127.0228,    114.0970,   9919.0967,    901.4750,      5.8729,     45.5223,      7.7307,      5.1678,      3.7567,     10.4487,    574.2665,     75.1229,      0.0346,     42.3590,      6.1722,
  1998,    319.,      7.2936,      3.1820,      2.8652,      1.5847,      2.4000,      0.5166,      0.7713,      0.0000,      0.3082,      0.0376,      0.0000,      0.0064,      0.0000,      0.0002,      0.0000,    293.6657,  15947.6514,    463.5278,    207.4889,   1127.5261,    114.1634,   9919.0342,    901.4761,      5.8733,     45.5204,      7.7255,      5.1865,      3.7584,     10.4308,    574.2700,     75.1230,      0.0415,     43.6269,      6.1722,
  1998,    320.,      6.1416,      2.7133,      2.8061,      0.6496,      5.0000,      0.3868,      0.5545,      0.0000,      0.3109,      0.0320,      0.0000,      0.0064,      0.0000,      0.0003,      0.0000,    293.5944,  15946.8145,    463.0271,    208.2623,   1128.0597,    114.2306,   9918.9805,    901.4771,      5.8719,     45.5180,      7.7171,      5.2059,      3.7602,     10.4319,    574.2734,     75.1230,      0.0342,     44.3693,      6.1722,
  1998,    321.,      8.7196,      4.1274,      3.0311,      2.3206,      3.0000,      0.6131,      1.0320,      0.0000,      0.3118,      0.0487,      0.0000,      0.0064,      0.0000,      0.0003,      0.0000,    293.8175,  15946.5449,    463.0923,    208.9061,   1128.4828,    114.3050,   9918.9189,    901.4781,      5.8763,     45.5173,      7.7182,      5.2220,      3.7616,     10.4097,    574.2767,     75.1231,      0.0370,     45.5936,      6.1722,
  1998,    322.,      5.2466,      1.6658,      2.9140,      0.1228,      0.0000,      0.4531,      0.6971,      0.0000,      0.3111,      0.0197,      0.0000,      0.0064,      0.0000,      0.0003,      0.0000,    293.5462,  15945.2891,    462.1743,    209.6067,   1128.9647,    114.3780,   9918.8623,    901.4796,      5.8709,     45.5137,      7.7029,      5.2395,      3.7632,     10.4101,    574.2798,     75.1232,      0.0446,     46.9645,      6.1722,
  1998,    323.,      5.9025,      2.7039,      2.7827,      0.3366,      0.0000,      0.3792,      0.5152,      0.0000,      0.3105,      0.0319,      0.0000,      0.0064,      0.0000,      0.0003,      0.0000,    293.4809,  15944.4492,    461.6747,    210.3696,   1129.5128,    114.4496,   9918.8105,    901.4806,      5.8696,     45.5112,      7.6946,      5.2586,      3.7650,     10.4154,    574.2832,     75.1233,      0.0334,     47.3799,      6.1722,
  1998,    324.,      8.5527,      4.5403,      3.0106,      1.8889,      0.0000,      0.4244,      0.6207,      0.0000,      0.3098,      0.0536,      0.0000,      0.0064,      0.0000,      0.0002,      0.0000,    293.7804,  15944.3467,    461.9093,    211.0150,   1129.9489,    114.5289,   9918.7539,    901.4816,      5.8756,     45.5109,      7.6985,      5.2747,      3.7665,     10.3909,    574.2864,     75.1234,      0.0336,     47.7390,      6.1722,
  1998,    325.,      3.2328,      1.7046,      2.9271,     -1.9693,      0.0000,      0.4730,      0.7265,      0.0000,      0.3090,      0.0201,      0.0000,      0.0064,      0.0000,      0.0003,      0.0000,    293.5096,  15943.1064,    461.0106,    211.7021,   1130.4271,    114.6073,   9918.6992,    901.4832,      5.8702,     45.5074,      7.6835,      5.2919,      3.7681,     10.3876,    574.2894,     75.1236,      0.0450,     46.9922,      6.1722,
  1998,    326.,      3.4477,      1.1374,      2.6492,     -1.2557,      0.0000,      0.4099,      0.5608,      0.0000,      0.3083,      0.0134,      0.0000,      0.0064,      0.0000,      0.0003,      0.0000,    293.1239,  15941.6396,    459.8887,    212.5270,   1131.0432,    114.6801,   9918.6475,    901.4837,      5.8625,     45.5032,      7.6648,      5.3125,      3.7701,     10.4014,    574.2925,     75.1236,      0.0425,     47.2483,      6.1722,
  1998,    327.,      6.3355,      2.8682,      2.5716,      0.8728,      0.0000,      0.5415,      0.8580,      0.0000,      0.3074,      0.0339,      0.0000,      0.0064,      0.0000,      0.0002,      0.0000,    293.0823,  15940.8662,    459.4624,    213.3868,   1131.6987,    114.7528,   9918.6006,    901.4844,      5.8616,     45.5010,      7.6577,      5.3340,      3.7723,     10.4047,    574.2955,     75.1237,      0.0291,     47.8244,      6.1722,
  1998,    328.,      7.2777,      3.5719,      2.8071,      1.2842,      0.1000,      0.6715,      1.1514,      0.0000,      0.3062,      0.0422,      0.0000,      0.0064,      0.0000,      0.0002,      0.0000,    293.1773,  15940.3730,    459.3173,    214.1253,   1132.2386,    114.8342,   9918.5449,    901.4851,      5.8635,     45.4996,      7.6553,      5.3525,      3.7741,     10.3805,    574.2985,     75.1237,      0.0382,     48.3438,      6.1722,
  1998,    329.,      5.6506,      2.9500,      2.7005,      0.0231,      0.0000,      0.5631,      0.9592,      0.0000,      0.3052,      0.0348,      0.0000,      0.0064,      0.0000,      0.0002,      0.0000,    293.1442,  15939.6309,    458.9257,    214.9174,   1132.8319,    114.9143,   9918.4961,    901.4855,      5.8629,     45.4974,      7.6488,      5.3723,      3.7761,     10.3797,    574.3015,     75.1238,      0.0300,     48.1175,      6.1722,
  1998,    330.,      6.0469,      4.3841,      2.7982,     -0.3491,      5.0000,      0.5353,      0.9851,      0.0000,      0.3076,      0.0518,      0.0000,      0.0064,      0.0000,      0.0002,      0.0000,    293.4058,  15939.4629,    459.1073,    215.6479,   1133.3783,    114.9989,   9918.4443,    901.4861,      5.8681,     45.4969,      7.6518,      5.3905,      3.7779,     10.3553,    574.3043,     75.1238,      0.0300,     46.1825,      6.1722,
  1998,    331.,      6.3866,      2.0773,      2.7391,      1.2279,      0.0000,      0.5621,      1.1098,      0.0000,      0.3064,      0.0245,      0.0000,      0.0064,      0.0000,      0.0002,      0.0000,    293.2022,  15938.3721,    458.3672,    216.4086,   1133.9542,    115.0835,   9918.3965,    901.4863,      5.8640,     45.4938,      7.6395,      5.4095,      3.7798,     10.3482,    574.3070,     75.1238,      0.0393,     48.0721,      6.1722,
  1998,    332.,      6.4499,      2.8329,      2.6931,      0.8919,      0.0000,      0.6071,      1.1467,      0.0000,      0.3053,      0.0335,      0.0000,      0.0064,      0.0000,      0.0002,      0.0000,    293.1462,  15937.5830,    457.9320,    217.1908,   1134.5537,    115.1683,   9918.3506,    901.4868,      5.8629,     45.4916,      7.6322,      5.4291,      3.7818,     10.3493,    574.3098,     75.1239,      0.0311,     48.8242,      6.1722,
  1998,    333.,      6.4979,      3.1984,      2.7330,      0.7080,      0.0000,      0.6811,      1.2285,      0.0000,      0.3040,      0.0378,      0.0000,      0.0064,      0.0000,      0.0002,      0.0000,    293.1591,  15936.9404,    457.6443,    217.9519,   1135.1346,    115.2561,   9918.3047,    901.4872,      5.8632,     45.4897,      7.6274,      5.4481,      3.7837,     10.3400,    574.3126,     75.1239,      0.0294,     49.0669,      6.1722,
  1998,    334.,      7.4262,      3.8495,      2.8394,      1.2232,      0.0000,      0.5293,      0.9462,      0.0000,      0.3030,      0.0455,      0.0000,      0.0064,      0.0000,      0.0002,      0.0000,    293.2975,  15936.5566,    457.6172,    218.6581,   1135.6643,    115.3488,   9918.2568,    901.4880,      5.8660,     45.4886,      7.6270,      5.4658,      3.7855,     10.3222,    574.3154,     75.1239,      0.0303,     49.2799,      6.1722,
  1998,    335.,      7.0967,      3.8760,      2.9487,      0.7826,      0.0000,      0.6671,      1.1623,      0.0000,      0.3018,      0.0458,      0.0000,      0.0064,      0.0000,      0.0002,      0.0000,    293.4368,  15936.1846,    457.6000,    219.3088,   1136.1412,    115.4464,   9918.2080,    901.4896,      5.8687,     45.4876,      7.6267,      5.4820,      3.7871,     10.2985,    574.3179,     75.1241,      0.0383,     49.1353,      6.1722,
  1998,    336.,      6.3724,      2.6041,      2.8158,      0.7797,      0.0000,      0.5948,      1.0647,      0.0000,      0.3007,      0.0308,      0.0000,      0.0064,      0.0000,      0.0003,      0.0000,    293.3173,  15935.3047,    457.0758,    220.0292,   1136.6842,    115.5409,   9918.1611,    901.4908,      5.8663,     45.4850,      7.6179,      5.5001,      3.7889,     10.2980,    574.3203,     75.1242,      0.0364,     50.1266,      6.1722,
  1998,    337.,      7.1953,      4.5536,      2.8436,      0.6139,      0.0000,      0.5818,      1.1012,      0.0000,      0.2996,      0.0538,      0.0000,      0.0064,      0.0000,      0.0002,      0.0000,    293.5832,  15935.2158,    457.3377,    220.7300,   1137.2068,    115.6377,   9918.1143,    901.4915,      5.8717,     45.4848,      7.6223,      5.5176,      3.7907,     10.2804,    574.3226,     75.1242,      0.0294,     49.0305,      6.1722,
  1998,    338.,      7.3145,      4.5845,      2.9140,      0.6812,      0.0000,      0.5989,      1.0549,      0.0000,      0.2985,      0.0541,      0.0000,      0.0064,      0.0000,      0.0002,      0.0000,    293.8504,  15935.1504,    457.6258,    221.3812,   1137.6775,    115.7380,   9918.0723,    901.4932,      5.8770,     45.4846,      7.6271,      5.5339,      3.7922,     10.2558,    574.3248,     75.1244,      0.0300,     48.0412,      6.1722,
  1998,    339.,      7.5199,      4.0421,      2.9791,      1.1236,      0.0000,      0.4577,      0.7832,      0.0000,      0.2976,      0.0477,      0.0000,      0.0064,      0.0000,      0.0002,      0.0000,    294.0048,  15934.8848,    457.7106,    221.9856,   1138.0996,    115.8417,   9918.0342,    901.4946,      5.8801,     45.4839,      7.6285,      5.5490,      3.7936,     10.2371,    574.3268,     75.1245,      0.0325,     48.1019,      6.1722,
  1998,    340.,      7.5132,      4.5751,      3.1424,      0.7177,      0.0000,      0.5948,      0.9798,      0.0000,      0.2966,      0.0540,      0.0000,      0.0064,      0.0000,      0.0003,      0.0000,    294.2617,  15934.8506,    458.0209,    222.4927,   1138.4270,    115.9517,   9917.9863,    901.4960,      5.8852,     45.4838,      7.6337,      5.5617,      3.7947,     10.2153,    574.3287,     75.1246,      0.0345,     47.3869,      6.1722,
  1998,    341.,      7.0874,      4.4937,      3.2319,      0.2746,      0.0000,      0.5852,      0.9836,      0.0000,      0.2955,      0.0531,      0.0000,      0.0064,      0.0000,      0.0003,      0.0000,    294.4977,  15934.8047,    458.3124,    222.9406,   1138.6930,    116.0650,   9917.9385,    901.4969,      5.8900,     45.4836,      7.6385,      5.5729,      3.7956,     10.1959,    574.3304,     75.1247,      0.0367,     46.3997,      6.1723,
  1998,    342.,      7.5398,      4.4172,      3.3246,      0.6925,      2.4000,      0.4095,      0.6444,      0.0000,      0.2964,      0.0522,      0.0000,      0.0064,      0.0000,      0.0003,      0.0000,    294.7144,  15934.7402,    458.5837,    223.3306,   1138.9014,    116.1815,   9917.8926,    901.4972,      5.8943,     45.4835,      7.6431,      5.5826,      3.7963,     10.1792,    574.3320,     75.1247,      0.0388,     45.9996,      6.1723,
  1998,    343.,      0.8277,      2.5487,      3.4179,     -5.1605,      8.0000,      0.2291,      0.1845,      0.0000,      0.3015,      0.0301,      0.0000,      0.0064,      0.0000,      0.0004,      0.0000,    294.5806,  15933.8408,    458.0364,    223.7176,   1139.1526,    116.3008,   9917.8438,    901.4985,      5.8916,     45.4809,      7.6339,      5.5923,      3.7971,     10.1748,    574.3336,     75.1248,      0.0515,     41.7082,      6.1723,
  1998,    344.,      2.2328,      0.9970,      2.9269,     -2.5155,      0.0000,      0.2854,      0.3865,      0.0000,      0.3010,      0.0118,      0.0000,      0.0064,      0.0000,      0.0003,      0.0000,    294.1377,  15932.3184,    456.8687,    224.3631,   1139.6482,    116.4034,   9917.8027,    901.5002,      5.8828,     45.4765,      7.6145,      5.6084,      3.7988,     10.1986,    574.3352,     75.1250,      0.0469,     41.1226,      6.1723,
  1998,    345.,      1.3031,      0.8130,      2.8148,     -3.1289,      0.0000,      0.3529,      0.5644,      0.0000,      0.3004,      0.0096,      0.0000,      0.0064,      0.0000,      0.0003,      0.0000,    293.6566,  15930.7236,    455.6314,    225.0624,   1140.1986,    116.5032,   9917.7705,    901.5005,      5.8731,     45.4720,      7.5939,      5.6259,      3.8006,     10.2193,    574.3373,     75.1250,      0.0464,     39.9955,      6.1723,
  1998,    346.,      0.1734,      0.0000,      2.7341,     -3.7598,      1.2000,      0.2258,      0.2792,      0.0000,      0.3009,      0.0000,      0.0000,      0.0064,      0.0000,      0.0003,      0.0000,    293.0128,  15928.8018,    454.0764,    225.7951,   1140.7854,    116.6015,   9917.7412,    901.5008,      5.8603,     45.4665,      7.5679,      5.6442,      3.8026,     10.2459,    574.3391,     75.1250,      0.0481,     38.9698,      6.1723,
  1998,    347.,      0.0000,      0.0000,      2.4814,     -3.6718,     46.2000,      0.1409,      0.0054,      0.0000,      0.3316,      0.0000,      0.0000,      0.0064,      0.0000,      0.0003,      0.0000,    292.4424,  15926.8799,    452.5239,    226.5845,   1141.4993,    116.6920,   9917.7109,    901.5020,      5.8488,     45.4610,      7.5421,      5.6640,      3.8050,     10.2753,    574.3410,     75.1251,      0.0437,     37.7794,      6.1723,
